Post ID,Platform,Date,Content Type,Post Text,Likes,Shares,Comments,Impressions,Reach,Clicks,Hashtags Used,Campaign_Name,Total Engagement ,Engagement Rate,Campaign_Name2,Start Date,End Date,Budget
P207,Twitter,29-12-2024,Carousel,Check out our latest carousel on twitter!,4274.00,340.00,281.00,34192.00,33446.00,129.00,#PepsiCoRefresh,NewYearRefresh,4895.00,14.32%,NewYearRefresh,25-12-2024,10-01-2025,"? 2,50,000.00"
P207,Twitter,29-12-2024,Carousel,Check out our latest carousel on twitter!,4274.00,340.00,281.00,34192.00,33446.00,129.00,#SmoothLikeNitroPepsi,NewYearRefresh,4895.00,14.32%,NewYearRefresh,25-12-2024,10-01-2025,"? 2,50,000.00"
P208,YouTube,24-06-2024,Video,Check out our latest video on youtube!,2949.00,476.00,403.00,44235.00,43705.00,135.00,#PepsiCoRefresh,FestiveRadiance,3828.00,8.65%,SummerSplash,15-06-2024,15-07-2024,"? 1,50,000.00"
P209,Twitter,19-03-2025,Video,Check out our latest video on twitter!,3160.00,204.00,297.00,44240.00,43666.00,49.00,#LiveForNow,DailyWellness,3661.00,8.28%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P209,Twitter,19-03-2025,Video,Check out our latest video on twitter!,3160.00,204.00,297.00,44240.00,43666.00,49.00,#AnytimeIsPepsiTime,DailyWellness,3661.00,8.28%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P210,YouTube,19-02-2025,Image,Check out our latest image on youtube!,257.00,966.00,398.00,3341.00,2753.00,287.00,#LiveForNow,SummerSplash,1621.00,48.52%,No Campaign,,,
P211,Twitter,18-07-2024,Carousel,Check out our latest carousel on twitter!,2120.00,38.00,212.00,12720.00,12564.00,21.00,#LiveForNow,DailyWellness,2370.00,18.63%,No Campaign,,,
P212,YouTube,03-03-2025,Video,Check out our latest video on youtube!,3874.00,884.00,19.00,38740.00,38552.00,219.00,#PepsiCoRefresh,FestiveRadiance,4777.00,12.33%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P213,Facebook,01-05-2025,Carousel,Check out our latest carousel on facebook!,2696.00,628.00,443.00,45832.00,45632.00,248.00,#ThirstyForMore,DailyWellness,3767.00,8.22%,No Campaign,,,
P214,Instagram,23-12-2024,Image,Check out our latest image on instagram!,521.00,746.00,315.00,4168.00,3399.00,282.00,#LiveForNow,FestiveRadiance,1582.00,37.96%,No Campaign,,,
P215,Facebook,06-05-2025,Image,Check out our latest image on facebook!,4872.00,925.00,176.00,82824.00,82543.00,89.00,#ThirstyForMore,FestiveRadiance,5973.00,7.21%,No Campaign,,,
P216,YouTube,29-07-2024,Story,Check out our latest story on youtube!,1509.00,88.00,163.00,30180.00,29689.00,119.00,#ThirstyForMore,FestiveRadiance,1760.00,5.83%,No Campaign,,,
P217,Facebook,03-12-2024,Image,Check out our latest image on facebook!,4606.00,931.00,230.00,92120.00,91440.00,56.00,#PepsiCoRefresh,,5767.00,6.26%,No Campaign,,,
P218,Facebook,11-06-2024,Carousel,Check out our latest carousel on facebook!,1869.00,453.00,490.00,14952.00,14309.00,275.00,#PepsiCoRefresh,DailyWellness,2812.00,18.81%,No Campaign,,,
P219,Twitter,28-01-2025,Reel,Check out our latest reel on twitter!,1188.00,470.00,174.00,7128.00,6145.00,270.00,#PepsiCoRefresh,DailyWellness,1832.00,25.70%,No Campaign,,,
P220,Instagram,02-06-2024,Story,Check out our latest story on instagram!,84.00,897.00,85.00,588.00,8.00,12.00,#ThirstyForMore,,1066.00,181.29%,No Campaign,,,
P221,Facebook,23-03-2025,Video,Check out our latest video on facebook!,4453.00,111.00,420.00,31171.00,30565.00,23.00,#PepsiCoRefresh,,4984.00,15.99%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P222,Facebook,08-10-2024,Reel,Check out our latest reel on facebook!,1814.00,653.00,363.00,25396.00,25286.00,39.00,#LiveForNow,SummerSplash,2830.00,11.14%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P222,Facebook,08-10-2024,Reel,Check out our latest reel on facebook!,1814.00,653.00,363.00,25396.00,25286.00,39.00,#SmoothLikeNitroPepsi,SummerSplash,2830.00,11.14%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P223,Twitter,12-11-2024,Image,Check out our latest image on twitter!,3338.00,277.00,118.00,60084.00,59842.00,252.00,#PepsiCoRefresh,,3733.00,6.21%,No Campaign,,,
P224,Facebook,13-05-2025,Image,Check out our latest image on facebook!,602.00,594.00,156.00,4214.00,3363.00,164.00,#PepsiCoRefresh,NewYearRefresh,1352.00,32.08%,No Campaign,,,
P225,Twitter,20-06-2024,Carousel,Check out our latest carousel on twitter!,4672.00,325.00,32.00,88768.00,87833.00,118.00,#ThirstyForMore,,5029.00,5.67%,SummerSplash,15-06-2024,15-07-2024,"? 1,50,000.00"
P226,Instagram,07-08-2024,Carousel,Check out our latest carousel on instagram!,1741.00,164.00,318.00,8705.00,8272.00,121.00,#PepsiCoRefresh,,2223.00,25.54%,No Campaign,,,
P227,Instagram,12-06-2024,Text,Check out our latest text on instagram!,246.00,149.00,130.00,4674.00,4390.00,217.00,#LiveForNow,NewYearRefresh,525.00,11.23%,No Campaign,,,
P228,Instagram,01-07-2024,Story,Check out our latest story on instagram!,4808.00,772.00,320.00,72120.00,71696.00,195.00,#ThirstyForMore,SummerSplash,5900.00,8.18%,SummerSplash,15-06-2024,15-07-2024,"? 1,50,000.00"
P229,Instagram,03-07-2024,Carousel,Check out our latest carousel on instagram!,4799.00,694.00,289.00,43191.00,42228.00,118.00,#PepsiCoRefresh,,5782.00,13.39%,SummerSplash,15-06-2024,15-07-2024,"? 1,50,000.00"
P230,Facebook,15-07-2024,Reel,Check out our latest reel on facebook!,3663.00,17.00,295.00,51282.00,50567.00,84.00,#ThirstyForMore,NewYearRefresh,3975.00,7.75%,SummerSplash,15-06-2024,15-07-2024,"? 1,50,000.00"
P231,Instagram,01-05-2025,Text,Check out our latest text on instagram!,1430.00,376.00,33.00,21450.00,20509.00,251.00,#LiveForNow,SummerSplash,1839.00,8.57%,No Campaign,,,
P232,Twitter,29-04-2025,Story,Check out our latest story on twitter!,249.00,592.00,230.00,1494.00,1044.00,201.00,#ThirstyForMore,DailyWellness,1071.00,71.69%,No Campaign,,,
P233,Facebook,08-03-2025,Image,Check out our latest image on facebook!,2382.00,265.00,134.00,38112.00,37437.00,249.00,#LiveForNow,DailyWellness,2781.00,7.30%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P234,Facebook,01-06-2024,Text,Check out our latest text on facebook!,1272.00,465.00,99.00,24168.00,23719.00,42.00,#PepsiCoRefresh,,1836.00,7.60%,No Campaign,,,
P235,Facebook,22-12-2024,Image,Check out our latest image on facebook!,3196.00,941.00,376.00,35156.00,34444.00,241.00,#PepsiCoRefresh,NewYearRefresh,4513.00,12.84%,No Campaign,,,
P236,Facebook,19-08-2024,Text,Check out our latest text on facebook!,1257.00,19.00,351.00,12570.00,11660.00,194.00,#LiveForNow,FestiveRadiance,1627.00,12.94%,No Campaign,,,
P236,Facebook,19-08-2024,Text,Check out our latest text on facebook!,1257.00,19.00,351.00,12570.00,11660.00,194.00,#AnytimeIsPepsiTime,FestiveRadiance,1627.00,12.94%,No Campaign,,,
P236,Facebook,19-08-2024,Text,Check out our latest text on facebook!,1257.00,19.00,351.00,12570.00,11660.00,194.00,#ThirstyForMore,FestiveRadiance,1627.00,12.94%,No Campaign,,,
P237,Instagram,22-10-2024,Story,Check out our latest story on instagram!,3770.00,917.00,129.00,71630.00,71322.00,76.00,#LiveForNow,SummerSplash,4816.00,6.72%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P238,Twitter,16-07-2024,Text,Check out our latest text on twitter!,4725.00,400.00,362.00,75600.00,74927.00,43.00,#LiveForNow,DailyWellness,5487.00,7.26%,No Campaign,,,
P239,YouTube,24-02-2025,Text,Check out our latest text on youtube!,4188.00,942.00,118.00,20940.00,20471.00,102.00,#LiveForNow,,5248.00,25.06%,No Campaign,,,
P240,Twitter,26-08-2024,Carousel,Check out our latest carousel on twitter!,929.00,192.00,322.00,16722.00,15996.00,145.00,#ThirstyForMore,NewYearRefresh,1443.00,8.63%,No Campaign,,,
P240,Twitter,26-08-2024,Carousel,Check out our latest carousel on twitter!,929.00,192.00,322.00,16722.00,15996.00,145.00,#PepsiCoRefresh,NewYearRefresh,1443.00,8.63%,No Campaign,,,
P240,Twitter,26-08-2024,Carousel,Check out our latest carousel on twitter!,929.00,192.00,322.00,16722.00,15996.00,145.00,#AnytimeIsPepsiTime,NewYearRefresh,1443.00,8.63%,No Campaign,,,
P241,Facebook,18-01-2025,Story,Check out our latest story on facebook!,4321.00,874.00,172.00,30247.00,29254.00,122.00,#PepsiCoRefresh,DailyWellness,5367.00,17.74%,No Campaign,,,
P242,Facebook,07-07-2024,Reel,Check out our latest reel on facebook!,4767.00,190.00,340.00,28602.00,28044.00,210.00,#ThirstyForMore,NewYearRefresh,5297.00,18.52%,SummerSplash,15-06-2024,15-07-2024,"? 1,50,000.00"
P243,Twitter,06-03-2025,Image,Check out our latest image on twitter!,3592.00,911.00,375.00,50288.00,49490.00,32.00,#LiveForNow,DailyWellness,4878.00,9.70%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P244,YouTube,25-10-2024,Video,Check out our latest video on youtube!,4661.00,935.00,433.00,23305.00,22583.00,63.00,#LiveForNow,NewYearRefresh,6029.00,25.87%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P245,Facebook,12-01-2025,Reel,Check out our latest reel on facebook!,4134.00,824.00,99.00,41340.00,41050.00,177.00,#ThirstyForMore,SummerSplash,5057.00,12.23%,No Campaign,,,
P246,Facebook,11-10-2024,Image,Check out our latest image on facebook!,400.00,680.00,434.00,6400.00,5472.00,160.00,#LiveForNow,FestiveRadiance,1514.00,23.66%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P247,Facebook,27-08-2024,Reel,Check out our latest reel on facebook!,3960.00,266.00,8.00,35640.00,34850.00,208.00,#LiveForNow,,4234.00,11.88%,No Campaign,,,
P247,Facebook,27-08-2024,Reel,Check out our latest reel on facebook!,3960.00,266.00,8.00,35640.00,34850.00,208.00,#ThirstyForMore,,4234.00,11.88%,No Campaign,,,
P247,Facebook,27-08-2024,Reel,Check out our latest reel on facebook!,3960.00,266.00,8.00,35640.00,34850.00,208.00,#BetterWithPepsi,,4234.00,11.88%,No Campaign,,,
P248,Facebook,02-02-2025,Story,Check out our latest story on facebook!,886.00,126.00,153.00,4430.00,4037.00,212.00,#ThirstyForMore,,1165.00,26.30%,No Campaign,,,
P249,Twitter,18-07-2024,Image,Check out our latest image on twitter!,827.00,77.00,402.00,14886.00,14129.00,254.00,#ThirstyForMore,FestiveRadiance,1306.00,8.77%,No Campaign,,,
P250,Facebook,22-06-2024,Reel,Check out our latest reel on facebook!,3813.00,935.00,274.00,68634.00,68488.00,251.00,#LiveForNow,,5022.00,7.32%,SummerSplash,15-06-2024,15-07-2024,"? 1,50,000.00"
P251,Instagram,27-03-2025,Carousel,Check out our latest carousel on instagram!,1377.00,796.00,387.00,22032.00,21869.00,189.00,#LiveForNow,,2560.00,11.62%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P252,Facebook,28-04-2025,Carousel,Check out our latest carousel on facebook!,2089.00,476.00,69.00,16712.00,16309.00,64.00,#LiveForNow,NewYearRefresh,2634.00,15.76%,No Campaign,,,
P253,Twitter,03-08-2024,Reel,Check out our latest reel on twitter!,3791.00,593.00,228.00,53074.00,52613.00,205.00,#ThirstyForMore,,4612.00,8.69%,No Campaign,,,
P254,Twitter,14-01-2025,Image,Check out our latest image on twitter!,2692.00,115.00,64.00,21536.00,21120.00,224.00,#LiveForNow,FestiveRadiance,2871.00,13.33%,No Campaign,,,
P255,Facebook,03-04-2025,Story,Check out our latest story on facebook!,3767.00,514.00,238.00,37670.00,36807.00,226.00,#LiveForNow,DailyWellness,4519.00,12.00%,No Campaign,,,
P256,YouTube,18-09-2024,Carousel,Check out our latest carousel on youtube!,2143.00,12.00,204.00,40717.00,40125.00,248.00,#ThirstyForMore,FestiveRadiance,2359.00,5.79%,No Campaign,,,
P257,Facebook,06-04-2025,Image,Check out our latest image on facebook!,3090.00,697.00,164.00,49440.00,48524.00,25.00,#ThirstyForMore,FestiveRadiance,3951.00,7.99%,No Campaign,,,
P257,Facebook,06-04-2025,Image,Check out our latest image on facebook!,3090.00,697.00,164.00,49440.00,48524.00,25.00,#ThirstyForMore,FestiveRadiance,3951.00,7.99%,No Campaign,,,
P257,Facebook,06-04-2025,Image,Check out our latest image on facebook!,3090.00,697.00,164.00,49440.00,48524.00,25.00,#BetterWithPepsi,FestiveRadiance,3951.00,7.99%,No Campaign,,,
P258,Instagram,05-08-2024,Story,Check out our latest story on instagram!,3601.00,695.00,75.00,21606.00,21454.00,172.00,#ThirstyForMore,FestiveRadiance,4371.00,20.23%,No Campaign,,,
P259,Facebook,10-02-2025,Text,Check out our latest text on facebook!,562.00,158.00,149.00,3372.00,2940.00,93.00,#PepsiCoRefresh,SummerSplash,869.00,25.77%,No Campaign,,,
P260,Instagram,12-02-2025,Story,Check out our latest story on instagram!,4332.00,771.00,219.00,60648.00,60397.00,10.00,#PepsiCoRefresh,NewYearRefresh,5322.00,8.78%,No Campaign,,,
P260,Instagram,12-02-2025,Story,Check out our latest story on instagram!,4332.00,771.00,219.00,60648.00,60397.00,10.00,#ThirstyForMore,NewYearRefresh,5322.00,8.78%,No Campaign,,,
P260,Instagram,12-02-2025,Story,Check out our latest story on instagram!,4332.00,771.00,219.00,60648.00,60397.00,10.00,#BetterWithPepsi,NewYearRefresh,5322.00,8.78%,No Campaign,,,
P261,Instagram,27-10-2024,Image,Check out our latest image on instagram!,4853.00,837.00,340.00,72795.00,72237.00,170.00,#ThirstyForMore,SummerSplash,6030.00,8.28%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P262,YouTube,18-01-2025,Image,Check out our latest image on youtube!,1206.00,238.00,36.00,9648.00,9417.00,237.00,#PepsiCoRefresh,,1480.00,15.34%,No Campaign,,,
P263,Instagram,20-08-2024,Reel,Check out our latest reel on instagram!,2603.00,690.00,205.00,13015.00,12130.00,20.00,#LiveForNow,FestiveRadiance,3498.00,26.88%,No Campaign,,,
P264,Twitter,30-01-2025,Image,Check out our latest image on twitter!,59.00,163.00,93.00,590.00,475.00,293.00,#PepsiCoRefresh,FestiveRadiance,315.00,53.39%,No Campaign,,,
P265,Twitter,20-02-2025,Carousel,Check out our latest carousel on twitter!,1877.00,745.00,225.00,11262.00,10967.00,41.00,#ThirstyForMore,DailyWellness,2847.00,25.28%,No Campaign,,,
P266,Facebook,25-11-2024,Story,Check out our latest story on facebook!,4182.00,640.00,240.00,50184.00,49351.00,10.00,#PepsiCoRefresh,NewYearRefresh,5062.00,10.09%,No Campaign,,,
P267,Twitter,04-10-2024,Reel,Check out our latest reel on twitter!,4187.00,66.00,31.00,66992.00,66614.00,62.00,#LiveForNow,,4284.00,6.39%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P268,Instagram,13-04-2025,Reel,Check out our latest reel on instagram!,4579.00,125.00,300.00,59527.00,59400.00,269.00,#ThirstyForMore,SummerSplash,5004.00,8.41%,No Campaign,,,
P269,Instagram,05-11-2024,Video,Check out our latest video on instagram!,4561.00,51.00,441.00,22805.00,21890.00,45.00,#PepsiCoRefresh,FestiveRadiance,5053.00,22.16%,No Campaign,,,
P270,YouTube,15-01-2025,Reel,Check out our latest reel on youtube!,3774.00,239.00,39.00,60384.00,59490.00,241.00,#PepsiCoRefresh,NewYearRefresh,4052.00,6.71%,No Campaign,,,
P271,Instagram,17-10-2024,Video,Check out our latest video on instagram!,3575.00,749.00,111.00,21450.00,20785.00,195.00,#ThirstyForMore,FestiveRadiance,4435.00,20.68%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P272,Instagram,27-03-2025,Text,Check out our latest text on instagram!,4941.00,414.00,266.00,39528.00,39154.00,217.00,#PepsiCoRefresh,NewYearRefresh,5621.00,14.22%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P273,YouTube,12-10-2024,Story,Check out our latest story on youtube!,3641.00,226.00,46.00,40051.00,39319.00,296.00,#ThirstyForMore,DailyWellness,3913.00,9.77%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P274,Twitter,01-01-2025,Carousel,Check out our latest carousel on twitter!,3535.00,494.00,152.00,53025.00,52791.00,44.00,#PepsiCoRefresh,DailyWellness,4181.00,7.88%,NewYearRefresh,25-12-2024,10-01-2025,"? 2,50,000.00"
P275,Facebook,05-08-2024,Reel,Check out our latest reel on facebook!,1741.00,831.00,345.00,17410.00,16844.00,58.00,#ThirstyForMore,NewYearRefresh,2917.00,16.75%,No Campaign,,,
P276,Twitter,07-06-2024,Carousel,Check out our latest carousel on twitter!,1556.00,195.00,131.00,9336.00,8875.00,137.00,#PepsiCoRefresh,FestiveRadiance,1882.00,20.16%,No Campaign,,,
P277,Facebook,06-04-2025,Image,Check out our latest image on facebook!,4236.00,711.00,298.00,21180.00,20516.00,238.00,#LiveForNow,SummerSplash,5245.00,24.76%,No Campaign,,,
P278,Twitter,26-11-2024,Text,Check out our latest text on twitter!,4516.00,836.00,169.00,49676.00,49257.00,282.00,#ThirstyForMore,DailyWellness,5521.00,11.11%,No Campaign,,,
P279,YouTube,02-09-2024,Image,Check out our latest image on youtube!,4905.00,845.00,129.00,98100.00,97772.00,279.00,#PepsiCoRefresh,FestiveRadiance,5879.00,5.99%,No Campaign,,,
P280,YouTube,21-10-2024,Video,Check out our latest video on youtube!,4275.00,680.00,385.00,64125.00,63650.00,104.00,#ThirstyForMore,DailyWellness,5340.00,8.33%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P280,YouTube,21-10-2024,Video,Check out our latest video on youtube!,4275.00,680.00,385.00,64125.00,63650.00,104.00,#PepsiCoRefresh,DailyWellness,5340.00,8.33%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P280,YouTube,21-10-2024,Video,Check out our latest video on youtube!,4275.00,680.00,385.00,64125.00,63650.00,104.00,#AnytimeIsPepsiTime,DailyWellness,5340.00,8.33%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P281,YouTube,22-03-2025,Image,Check out our latest image on youtube!,3166.00,90.00,341.00,56988.00,56125.00,135.00,#ThirstyForMore,FestiveRadiance,3597.00,6.31%,DailyWellness,01-03-2025,31-03-2025,"? 1,80,000.00"
P282,Instagram,03-10-2024,Video,Check out our latest video on instagram!,1488.00,417.00,168.00,19344.00,18395.00,30.00,#LiveForNow,NewYearRefresh,2073.00,10.72%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P283,Twitter,09-05-2025,Reel,Check out our latest reel on twitter!,3367.00,302.00,57.00,63973.00,63789.00,157.00,#LiveForNow,FestiveRadiance,3726.00,5.82%,No Campaign,,,
P284,Twitter,17-09-2024,Text,Check out our latest text on twitter!,571.00,190.00,352.00,9707.00,9418.00,231.00,#PepsiCoRefresh,DailyWellness,1113.00,11.47%,No Campaign,,,
P285,YouTube,18-07-2024,Text,Check out our latest text on youtube!,4021.00,794.00,77.00,36189.00,35505.00,174.00,#ThirstyForMore,,4892.00,13.52%,No Campaign,,,
P286,YouTube,25-09-2024,Video,Check out our latest video on youtube!,3389.00,344.00,229.00,20334.00,19443.00,228.00,#LiveForNow,NewYearRefresh,3962.00,19.48%,No Campaign,,,
P287,Instagram,15-08-2024,Reel,Check out our latest reel on instagram!,1164.00,616.00,324.00,6984.00,6636.00,82.00,#ThirstyForMore,SummerSplash,2104.00,30.13%,No Campaign,,,
P288,YouTube,17-04-2025,Carousel,Check out our latest carousel on youtube!,4780.00,691.00,380.00,86040.00,85743.00,262.00,#LiveForNow,NewYearRefresh,5851.00,6.80%,No Campaign,,,
P289,Facebook,28-11-2024,Carousel,Check out our latest carousel on facebook!,2751.00,33.00,430.00,44016.00,43415.00,129.00,#LiveForNow,,3214.00,7.30%,No Campaign,,,
P290,Instagram,20-12-2024,Carousel,Check out our latest carousel on instagram!,2107.00,550.00,349.00,35819.00,35340.00,191.00,#ThirstyForMore,DailyWellness,3006.00,8.39%,No Campaign,,,
P291,Facebook,06-11-2024,Video,Check out our latest video on facebook!,4663.00,145.00,225.00,69945.00,69596.00,35.00,#ThirstyForMore,DailyWellness,5033.00,7.20%,No Campaign,,,
P292,Facebook,17-11-2024,Text,Check out our latest text on facebook!,880.00,297.00,345.00,12320.00,11978.00,238.00,#PepsiCoRefresh,,1522.00,12.35%,No Campaign,,,
P292,Facebook,17-11-2024,Text,Check out our latest text on facebook!,880.00,297.00,345.00,12320.00,11978.00,238.00,#AnytimeIsPepsiTime,,1522.00,12.35%,No Campaign,,,
P293,Facebook,14-05-2025,Text,Check out our latest text on facebook!,2634.00,726.00,241.00,28974.00,28102.00,277.00,#ThirstyForMore,SummerSplash,3601.00,12.43%,No Campaign,,,
P294,Facebook,19-06-2024,Carousel,Check out our latest carousel on facebook!,4731.00,173.00,276.00,28386.00,28185.00,89.00,#ThirstyForMore,NewYearRefresh,5180.00,18.25%,SummerSplash,15-06-2024,15-07-2024,"? 1,50,000.00"
P295,Twitter,06-05-2025,Image,Check out our latest image on twitter!,1952.00,344.00,287.00,15616.00,15403.00,235.00,#LiveForNow,FestiveRadiance,2583.00,16.54%,No Campaign,,,
P295,Twitter,06-05-2025,Image,Check out our latest image on twitter!,1952.00,344.00,287.00,15616.00,15403.00,235.00,#PepsiCoRefresh,FestiveRadiance,2583.00,16.54%,No Campaign,,,
P295,Twitter,06-05-2025,Image,Check out our latest image on twitter!,1952.00,344.00,287.00,15616.00,15403.00,235.00,#AnytimeIsPepsiTime,FestiveRadiance,2583.00,16.54%,No Campaign,,,
P296,Twitter,11-02-2025,Video,Check out our latest video on twitter!,3440.00,13.00,20.00,58480.00,58146.00,210.00,#PepsiCoRefresh,DailyWellness,3473.00,5.94%,No Campaign,,,
P296,Twitter,11-02-2025,Video,Check out our latest video on twitter!,3440.00,13.00,20.00,58480.00,58146.00,210.00,#SmoothLikeNitroPepsi,DailyWellness,3473.00,5.94%,No Campaign,,,
P297,Twitter,24-12-2024,Text,Check out our latest text on twitter!,2166.00,354.00,117.00,10830.00,10245.00,24.00,#ThirstyForMore,DailyWellness,2637.00,24.35%,No Campaign,,,
P298,Facebook,24-10-2024,Image,Check out our latest image on facebook!,4303.00,451.00,286.00,86060.00,85823.00,14.00,#PepsiCoRefresh,NewYearRefresh,5040.00,5.86%,FestiveRadiance,01-10-2024,31-10-2024,"? 2,00,000.00"
P299,Facebook,26-08-2024,Image,Check out our latest image on facebook!,2581.00,517.00,117.00,23229.00,22331.00,70.00,#LiveForNow,NewYearRefresh,3215.00,13.84%,No Campaign,,,
P300,Twitter,31-08-2024,Carousel,Check out our latest carousel on twitter!,4494.00,717.00,45.00,62916.00,62688.00,191.00,#PepsiCoRefresh,SummerSplash,5256.00,8.35%,No Campaign,,,
P300,Twitter,31-08-2024,Carousel,Check out our latest carousel on twitter!,4494.00,717.00,45.00,62916.00,62688.00,191.00,#ThirstyForMore,SummerSplash,5256.00,8.35%,No Campaign,,,
P300,Twitter,31-08-2024,Carousel,Check out our latest carousel on twitter!,4494.00,717.00,45.00,62916.00,62688.00,191.00,#BetterWithPepsi,SummerSplash,5256.00,8.35%,No Campaign,,,
